Core	CPU	Avg_MHz	Busy%	Bzy_MHz	TSC_MHz	IPC	IRQ	SMI	POLL	C1	C1E	C3	C6	C7s	C8	C9	C10	POLL%	C1%	C1E%	C3%	C6%	C7s%	C8%	C9%	C10%	CPU%c1	CPU%c3	CPU%c6	CPU%c7	CoreTmp	CoreThr	PkgTmp	Totl%C0	Any%C0	GFX%C0	CPUGFX%	Pkg%pc2	Pkg%pc3	Pkg%pc6	Pkg%pc7	Pkg%pc8	Pkg%pc9	Pk%pc10	CPU%LPI	SYS%LPI	PkgWatt	CorWatt	GFXWatt	RAMWatt	PKG_%	RAM_%	UncMHz
-	-	9	0.61	1408	1896	1.00	3210	0	2	41	103	104	1228	0	943	15	1095	0.00	0.02	0.03	0.01	1.20	0.00	1.10	0.06	96.97	1.17	0.01	1.97	96.24	34	245	34	5.15	4.13	0.00	0.00	12.96	1.77	1.33	0.19	78.56	0.00	0.00	0.00	0.00	0.59	0.19	0.00	0.30	0.00	0.00	800
0	0	16	1.08	1486	1896	1.11	568	0	0	8	10	12	214	0	142	6	231	0.00	0.06	0.02	0.01	1.84	0.00	1.35	0.25	95.41	0.92	0.00	1.99	96.00	33	245	34	5.15	4.13	0.00	0.00	12.96	1.77	1.33	0.19	78.57	0.00	0.00	0.00	0.00	0.59	0.19	0.00	0.30	0.00	0.00	800
0	4	4	0.36	1166	1896	0.86	163	0	0	2	16	8	64	0	38	0	59	0.00	0.02	0.10	0.01	0.54	0.00	0.37	0.00	98.62	1.65
1	1	11	0.85	1298	1896	0.96	408	0	1	1	9	17	171	0	76	4	205	0.00	0.01	0.03	0.02	1.46	0.00	0.76	0.09	96.80	1.03	0.01	2.18	95.93	33	7
1	5	6	0.50	1282	1896	0.75	539	0	0	1	3	7	163	0	298	0	96	0.00	0.00	0.01	0.01	1.42	0.00	2.89	0.00	95.19	1.38
2	2	9	0.51	1722	1896	1.12	363	0	0	17	16	9	180	0	139	0	126	0.00	0.10	0.02	0.01	1.33	0.00	1.29	0.00	96.75	1.20	0.04	2.23	96.02	34	18
2	6	6	0.46	1262	1896	0.59	645	0	0	7	35	43	238	0	140	5	177	0.00	0.00	0.03	0.05	1.37	0.00	1.11	0.13	96.88	1.25
3	3	5	0.26	1868	1896	1.36	122	0	1	1	1	1	31	0	21	0	59	0.00	0.00	0.00	0.00	0.27	0.00	0.20	0.00	99.27	1.24	0.00	1.46	97.03	34	57
3	7	11	0.85	1343	1896	1.02	402	0	0	4	13	7	167	0	89	0	142	0.00	0.01	0.03	0.01	1.36	0.00	0.86	0.00	96.91	0.66
